,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0,0.9,0.379,2.4,0.0,0.0,0.1,0.5,22.0,0.0,0.3,0.9,0.36200000000000004,2.5,0.6,0.81,0.8,28.0,0.0,jacksja01,NBA,5.7,0.6,0.6,2.4,SG,0.5,1989-90,0.6,0.9,NJN,0.36200000000000004
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacksja01,0,0.0,0.0,0.0,0.0,0,0.0,1990-91,0.0,0.0,"Did Not Play (other pro league—CBA, WBL)",0.0
2,2.2,0.478,4.6,0.0,0.0,0.0,0.6,24.0,0.0,1.0,2.2,0.478,4.6,0.8,0.667,1.2,5.0,0.0,jacksja01,NBA,10.8,1.0,1.4,5.2,SG,0.4,1991-92,0.8,2.0,GSW,0.478
3,1.5,0.415,3.6,0.1,0.4,0.1,1.0,25.0,0.1,0.6,1.6,0.414,3.8,0.7,0.852,0.8,34.0,0.0,jacksja01,NBA,10.3,0.6,1.3,3.9,SG,0.6,1992-93,0.5,1.1,LAC,0.42200000000000004
4,1.2,0.42,2.8,0.0,0.0,0.2,0.9,26.0,0.1,0.4,1.2,0.391,3.0,0.4,0.857,0.5,29.0,0.0,jacksja01,NBA,6.4,0.2,0.7,2.8,SG,0.1,1993-94,0.5,0.6,POR,0.391
5,1.0,0.396,2.5,0.2,0.267,0.7,0.9,27.0,0.2,1.1,1.2,0.368,3.2,0.8,0.667,1.1,21.0,1.0,jacksja01,NBA,12.2,0.9,1.6,3.3,SG,0.4,1994-95,0.8,2.0,PHI,0.397
6,0.0,0.0,0.8,0.0,0.0,1.3,0.0,28.0,0.0,0.8,0.0,0.0,2.0,2.0,0.8,2.5,4.0,0.0,jacksja01,NBA,8.3,0.0,1.3,2.0,SG,0.3,1995-96,0.0,0.8,HOU,0.0
7,1.1,0.474,2.3,0.7,0.335,2.1,0.9,29.0,0.2,1.3,1.8,0.40700000000000003,4.4,0.7,0.768,0.9,75.0,0.0,jacksja01,NBA,15.1,0.4,1.7,5.0,SG,0.6,1996-97,0.8,1.8,WSB,0.488
8,1.8,0.409,4.4,1.4,0.377,3.6,1.9,30.0,0.1,1.9,3.1,0.39399999999999996,8.0,1.1,0.797,1.4,82.0,45.0,jacksja01,NBA,27.1,0.7,2.7,8.8,SG,0.7,1997-98,1.3,2.6,SAS,0.48
9,1.2,0.401,2.9,1.1,0.361,3.1,1.0,31.0,0.2,1.7,2.3,0.38,6.0,0.7,0.821,0.8,47.0,13.0,jacksja01,NBA,18.3,0.4,1.3,6.4,SG,0.9,1998-99,0.8,2.1,SAS,0.474
