,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
5,1.3,0.5760000000000001,2.2,0.0,0.0,0.0,0.1,24.0,0.3,2.0,1.3,0.5760000000000001,2.2,0.4,0.667,0.6,15.0,2.0,vaughda02,NBA,10.7,1.3,2.3,2.9,PF,0.3,1997-98,0.6,3.3,NJN,0.5760000000000001
6,1.3,0.542,2.4,0.0,0.0,0.0,0.1,25.0,0.8,2.1,1.3,0.542,2.4,0.8,0.8,1.0,10.0,0.0,vaughda02,NBA,10.3,1.3,2.2,3.4,PF,0.2,1998-99,1.1,3.4,NJN,0.542
0,0.9,0.36,2.5,0.1,0.375,0.2,1.9,22.0,0.0,0.8,1.0,0.361,2.7,1.1,0.706,1.5,45.0,0.0,vaughja01,NBA,9.3,0.1,1.4,3.1,PG,0.2,1997-98,1.2,0.8,UTA,0.373
1,0.5,0.409,1.2,0.1,0.25,0.4,0.6,23.0,0.0,0.5,0.6,0.36700000000000005,1.6,1.1,0.833,1.3,19.0,0.0,vaughja01,NBA,4.6,0.1,0.7,2.3,PG,0.3,1998-99,0.7,0.6,UTA,0.4
2,1.2,0.41700000000000004,2.9,0.2,0.41200000000000003,0.4,1.6,24.0,0.0,0.7,1.4,0.41600000000000004,3.4,0.7,0.75,1.0,78.0,0.0,vaughja01,NBA,11.3,0.1,1.2,3.7,PG,0.4,1999-00,1.0,0.8,UTA,0.44299999999999995
3,1.7,0.444,3.8,0.4,0.385,1.0,3.9,25.0,0.0,1.6,2.1,0.433,4.8,1.6,0.78,2.0,82.0,0.0,vaughja01,NBA,19.8,0.2,1.8,6.1,PG,0.6,2000-01,1.6,1.8,UTA,0.47100000000000003
4,2.2,0.474,4.7,0.3,0.444,0.7,4.3,26.0,0.0,1.8,2.5,0.47,5.3,1.3,0.825,1.5,82.0,16.0,vaughja01,NBA,22.6,0.2,2.2,6.6,PG,0.8,2001-02,1.4,2.0,ATL,0.498
5,2.2,0.467,4.7,0.1,0.235,0.4,2.9,27.0,0.0,1.2,2.3,0.44799999999999995,5.1,1.2,0.7759999999999999,1.6,80.0,48.0,vaughja01,NBA,21.1,0.3,2.1,5.9,PG,0.8,2002-03,1.2,1.5,ORL,0.457
6,1.5,0.405,3.6,0.0,0.15,0.3,2.7,28.0,0.0,1.5,1.5,0.386,3.9,0.7,0.779,1.0,71.0,6.0,vaughja01,NBA,17.9,0.2,1.8,3.8,PG,0.6,2003-04,1.2,1.6,ATL,0.392
7,2.0,0.455,4.4,0.1,0.33299999999999996,0.2,1.9,29.0,0.0,1.3,2.1,0.449,4.6,1.1,0.835,1.3,71.0,34.0,vaughja01,NBA,19.9,0.2,1.9,5.3,SG,0.6,2004-05,0.9,1.5,NJN,0.457
8,1.3,0.444,3.0,0.0,0.16699999999999998,0.1,1.5,30.0,0.0,0.9,1.3,0.43700000000000006,3.1,0.7,0.728,1.0,80.0,6.0,vaughja01,NBA,15.4,0.2,1.8,3.4,SG,0.5,2005-06,0.7,1.1,NJN,0.439
9,1.1,0.424,2.6,0.0,0.5,0.0,2.0,31.0,0.0,0.9,1.1,0.425,2.6,0.8,0.754,1.0,64.0,4.0,vaughja01,NBA,11.9,0.1,1.2,3.0,PG,0.4,2006-07,0.6,1.1,SAS,0.428
