2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
3.4,0.424,8.1,1.7,0.365,4.5,0.9,26.0,0.3,1.6,5.1,0.403,12.6,2.3,0.852,2.7,62.0,35.0,youngni01,NBA,27.9,0.5,2.3,14.2,SG,0.7,2011-12,1.3,2.1,TOT,0.469
4.2,0.424,9.9,1.8,0.371,4.9,1.2,26.0,0.3,1.9,6.0,0.406,14.8,2.8,0.862,3.3,40.0,32.0,youngni01,NBA,30.3,0.5,2.3,16.6,SG,0.8,2011-12,1.5,2.4,WAS,0.468
2.1,0.426,4.9,1.4,0.353,3.9,0.5,26.0,0.3,1.1,3.5,0.394,8.8,1.5,0.821,1.8,22.0,3.0,youngni01,NBA,23.5,0.5,2.3,9.7,SG,0.6,2011-12,1.1,1.6,LAC,0.472
2.5,0.449,5.6,1.3,0.35700000000000004,3.6,1.4,27.0,0.2,1.8,3.8,0.413,9.2,1.8,0.82,2.2,59.0,17.0,youngni01,NBA,23.9,0.4,1.4,10.6,SG,0.6,2012-13,0.8,2.2,PHI,0.482
3.9,0.468,8.4,2.1,0.386,5.5,1.5,28.0,0.2,2.1,6.0,0.435,13.9,3.7,0.825,4.5,64.0,9.0,youngni01,NBA,28.3,0.5,2.4,17.9,SG,0.7,2013-14,1.5,2.6,LAL,0.511
2.2,0.363,6.0,2.0,0.369,5.4,1.0,29.0,0.3,1.9,4.1,0.366,11.3,3.1,0.892,3.5,42.0,0.0,youngni01,NBA,23.8,0.4,2.0,13.4,SG,0.5,2014-15,1.0,2.3,LAL,0.453
0.9,0.363,2.5,1.4,0.325,4.4,0.6,30.0,0.1,1.5,2.3,0.339,6.9,1.2,0.8290000000000001,1.4,54.0,2.0,youngni01,NBA,19.1,0.3,0.9,7.3,SG,0.4,2015-16,0.6,1.8,LAL,0.442
1.7,0.481,3.5,2.8,0.404,7.0,1.0,31.0,0.2,1.9,4.5,0.43,10.6,1.3,0.856,1.5,60.0,60.0,youngni01,NBA,25.9,0.4,2.3,13.2,SG,0.6,2016-17,0.6,2.3,LAL,0.564
1.0,0.481,2.0,1.5,0.377,4.1,0.5,32.0,0.1,1.3,2.5,0.412,6.1,0.7,0.862,0.8,80.0,8.0,youngni01,NBA,17.4,0.3,1.3,7.3,SG,0.5,2017-18,0.5,1.6,GSW,0.5379999999999999
0.7,0.28600000000000003,2.3,0.0,0.0,0.0,0.8,23.0,0.1,0.6,0.7,0.28600000000000003,2.3,0.1,0.5,0.2,9.0,0.0,youngpe01,NBA,8.0,0.3,1.6,1.4,SG,0.6,1986-87,0.4,0.9,TOT,0.28600000000000003
