,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
75,9,0,0,0,2,23-092,1,2,13/04/2005,3,0.75,4,1,0.5,2,73,1,5.9,allento01,17:00,0,MIL,2,7,73,0,1,2,BOS,@,W (+3)
77,2,0,0,0,0,23-096,0,0,17/04/2005,3,1,3,2,0.667,3,75,1,4.7,allento01,18:00,0,TOR,5,8,75,1,1,0,BOS,@,W (+5)
78,1,0,0,0,3,23-098,0,2,19/04/2005,1,0.2,5,0,0,0,76,1,4.6,allento01,18:00,2,CLE,1,2,76,3,1,4,BOS,@,L (-14)
13,-14,0,0,5,3,28-126,0,0,27/11/2004,1,0.111,9,0,0,0,14,1,-1.5,alstora01,18:00,1,NYK,1,2,14,0,0,1,TOR,@,L (-6)
17,1,0,0,6,4,28-132,0,3,03/12/2004,1,0.111,9,0,0,0,18,1,-0.6,alstora01,24:00:00,0,BOS,1,2,18,2,2,3,TOR,@,L (-2)
27,-8,0,0,5,1,28-149,0,1,20/12/2004,3,0.333,9,5,0.625,8,27,1,4.7,alstora01,31:00:00,0,HOU,0,11,27,0,1,1,TOR,@,L (-12)
34,-10,0,0,6,8,28-167,0,1,07/01/2005,0,0,12,5,0.833,6,34,1,0.8,alstora01,33:00:00,1,MIL,5,5,34,0,0,2,TOR,0,L (-2)
38,7,0,0,3,7,28-176,1,5,16/01/2005,4,0.308,13,5,0.833,6,38,1,11.5,alstora01,35:00:00,1,NOH,1,13,38,1,2,6,TOR,0,W (+3)
43,2,0,0,1,8,28-183,0,5,23/01/2005,5,0.417,12,4,0.667,6,42,1,12.5,alstora01,32:00:00,0,CHA,1,14,42,1,2,5,TOR,0,W (+11)
60,5,0,0,2,6,28-228,0,3,09/03/2005,7,0.583,12,2,0.667,3,59,1,18.4,alstora01,34:00:00,1,ORL,1,16,59,3,0,4,TOR,0,W (+10)
61,-2,0,0,6,11,28-230,0,2,11/03/2005,7,0.412,17,5,0.714,7,60,1,14.5,alstora01,46:00:00,1,ATL,4,19,60,1,3,3,TOR,0,L (-4)
76,-5,0,0,2,9,28-259,1,5,09/04/2005,5,0.625,8,7,0.875,8,74,1,18.3,alstora01,37:00:00,0,CHI,3,17,74,0,2,5,TOR,@,L (-13)
80,-5,0,0,2,6,28-267,0,2,17/04/2005,1,0.2,5,5,0.833,6,78,1,5.7,alstora01,32:00:00,0,BOS,4,7,78,0,1,2,TOR,0,L (-5)
0,-10,0,0,0,2,26-119,0,1,03/11/2004,1,0.2,5,2,0.667,3,1,0,2.2,anderch01,15:00,2,DAL,1,4,1,0,1,3,NOH,0,0
1,-21,0,0,0,1,26-121,2,4,05/11/2004,1,0.333,3,0,0,0,2,0,4.1,anderch01,18:00,3,ORL,4,2,2,0,0,7,NOH,0,0
2,-11,0,0,0,0,26-122,1,1,06/11/2004,1,0.5,2,2,0.5,4,3,0,2.3,anderch01,13:00,1,MIN,4,4,3,0,0,2,NOH,0,0
3,0,0,0,0,0,26-125,0,2,09/11/2004,2,0.5,4,2,1,2,4,0,3.6,anderch01,14:00,0,LAL,0,6,4,0,1,2,NOH,0,0
4,-15,0,0,0,1,26-128,0,0,12/11/2004,1,1,1,1,0.5,2,5,0,3,anderch01,15:00,0,ATL,0,3,5,1,1,0,NOH,0,0
5,3,0,0,0,2,26-129,0,1,13/11/2004,3,1,3,0,0,0,6,0,7.1,anderch01,19:00,1,MIL,1,6,6,0,0,2,NOH,0,0
6,3,0,0,0,1,26-133,1,1,17/11/2004,3,0.75,4,0,0,0,7,0,6.3,anderch01,18:00,2,PHO,3,6,7,0,0,3,NOH,0,0
7,8,0,0,0,0,26-136,2,2,20/11/2004,2,0.667,3,0,0,0,8,0,5,anderch01,15:00,1,MIN,1,4,8,0,0,3,NOH,0,0
8,-6,0,0,0,1,26-138,2,3,22/11/2004,2,1,2,3,0.75,4,9,0,8.6,anderch01,12:00,2,UTA,2,7,9,0,1,5,NOH,0,0
9,0,0,0,0,3,26-139,1,5,23/11/2004,1,0.25,4,1,0.5,2,10,0,4.5,anderch01,12:00,2,GSW,1,3,10,0,1,7,NOH,0,0
10,-12,0,0,0,1,26-142,1,4,26/11/2004,4,0.667,6,1,0.5,2,11,0,9.3,anderch01,19:00,3,PHO,1,9,11,0,1,7,NOH,0,0
11,2,0,0,0,2,26-144,4,0,28/11/2004,1,0.5,2,0,0,0,12,0,3,anderch01,21:00,0,LAL,3,2,12,0,1,0,NOH,0,0
12,-1,0,0,0,1,26-145,1,2,29/11/2004,2,0.667,3,0,0,0,13,0,5,anderch01,16:00,1,DEN,1,4,13,0,0,3,NOH,0,0
13,-4,0,0,0,0,26-147,0,4,01/12/2004,3,0.6,5,2,1,2,14,0,5.4,anderch01,22:00,1,SAC,3,8,14,0,1,5,NOH,0,0
14,-10,0,0,0,0,26-150,1,1,04/12/2004,2,1,2,0,0,0,15,0,1.4,anderch01,10:00,0,DET,5,4,15,0,1,1,NOH,0,0
15,-10,0,0,0,0,26-153,1,1,07/12/2004,2,0.4,5,3,0.75,4,16,0,4.1,anderch01,15:00,0,HOU,2,7,16,0,0,1,NOH,0,0
16,4,0,0,0,2,26-154,3,8,08/12/2004,4,0.444,9,2,1,2,17,0,13.6,anderch01,26:00:00,4,NYK,1,10,17,0,0,12,NOH,0,0
17,8,0,0,0,1,26-156,0,5,10/12/2004,3,0.75,4,4,1,4,18,0,9.1,anderch01,26:00:00,1,NJN,3,10,18,0,1,6,NOH,0,0
18,2,0,0,0,0,26-158,0,8,12/12/2004,2,0.4,5,4,0.667,6,19,0,7.3,anderch01,29:00:00,2,WAS,0,8,19,0,1,10,NOH,0,0
19,-4,0,0,0,2,26-160,1,9,14/12/2004,2,0.333,6,0,0,0,20,0,5,anderch01,24:00:00,4,CHA,3,4,20,0,2,13,NOH,0,0
21,11,0,0,0,3,26-161,0,5,15/12/2004,5,0.556,9,1,0.5,2,21,0,10.5,anderch01,27:00:00,2,GSW,2,11,21,0,0,7,NOH,0,0
22,-13,0,0,0,1,26-163,1,2,17/12/2004,1,0.333,3,0,0,0,22,0,-0.3,anderch01,17:00,0,SAS,4,2,22,0,1,2,NOH,0,0
23,-25,0,0,0,1,26-165,0,4,19/12/2004,2,0.333,6,6,0.75,8,23,0,8,anderch01,25:00:00,3,SAC,2,10,23,2,3,7,NOH,0,0
24,-5,0,0,0,1,26-167,1,10,21/12/2004,2,0.2,10,6,0.75,8,24,1,11.2,anderch01,38:00:00,8,LAC,2,10,24,0,1,18,NOH,0,0
25,1,0,0,0,1,26-168,2,4,22/12/2004,1,0.167,6,1,0.5,2,25,1,-1.2,anderch01,26:00:00,1,LAL,5,3,25,0,2,5,NOH,0,0
26,5,0,0,0,0,26-173,2,1,27/12/2004,2,1,2,1,0.5,2,26,0,6,anderch01,10:00,1,IND,1,5,26,0,0,2,NOH,0,0
27,3,0,0,0,0,26-175,0,2,29/12/2004,4,0.667,6,0,0,0,27,0,6.7,anderch01,19:00,3,PHO,1,8,27,0,1,5,NOH,0,0
28,-6,0,0,0,1,26-180,1,4,03/01/2005,5,0.714,7,3,0.75,4,28,0,13.3,anderch01,24:00:00,4,BOS,2,13,28,0,1,8,NOH,0,0
29,-7,0,0,0,0,26-182,3,1,05/01/2005,3,0.75,4,4,1,4,29,0,12.1,anderch01,15:00,1,CHI,1,10,29,1,0,2,NOH,0,0
30,15,0,0,0,0,26-184,4,2,07/01/2005,0,0,1,0,0,0,30,0,1.9,anderch01,17:00,0,MEM,2,0,30,0,0,2,NOH,0,0
31,13,0,0,0,1,26-185,1,3,08/01/2005,5,0.625,8,2,0.667,3,31,0,8.5,anderch01,21:00,0,SAC,2,12,31,0,1,3,NOH,0,0
32,-16,0,0,0,0,26-188,1,0,11/01/2005,0,0,2,0,0,0,32,0,-3.5,anderch01,14:00,0,NYK,2,0,32,0,2,0,NOH,0,0
33,-6,0,0,0,1,26-189,2,1,12/01/2005,2,0.5,4,2,1,2,33,0,7.1,anderch01,24:00:00,3,DET,1,6,33,0,1,4,NOH,0,0
34,6,0,0,0,0,26-191,2,8,14/01/2005,4,0.571,7,7,0.875,8,34,0,20,anderch01,27:00:00,7,POR,0,15,34,0,0,15,NOH,0,0
35,9,0,0,0,0,26-193,1,4,16/01/2005,8,0.571,14,1,1,1,35,0,15,anderch01,28:00:00,5,TOR,2,17,35,0,0,9,NOH,0,0
36,-3,0,0,0,0,26-194,1,6,17/01/2005,4,0.667,6,2,1,2,36,0,9.6,anderch01,24:00:00,1,PHI,5,10,36,1,0,7,NOH,0,0
37,4,0,0,0,1,26-196,3,8,19/01/2005,3,1,3,3,0.6,5,37,0,11.1,anderch01,23:00,2,IND,2,9,37,0,2,10,NOH,0,0
38,-3,0,0,0,1,26-199,1,6,22/01/2005,2,0.286,7,2,1,2,38,0,5.3,anderch01,25:00:00,4,LAC,4,6,38,0,1,10,NOH,0,0
39,-4,0,0,0,0,26-200,2,3,23/01/2005,3,0.333,9,3,1,3,39,0,5.5,anderch01,19:00,1,MIA,1,9,39,0,1,4,NOH,0,0
40,6,0,0,0,2,26-203,2,8,26/01/2005,2,0.286,7,1,0.5,2,40,0,5,anderch01,24:00:00,1,HOU,1,5,40,0,1,9,NOH,0,0
42,0,0,0,0,1,26-205,2,6,28/01/2005,3,0.75,4,0,0,6,41,0,3.3,anderch01,35:00:00,2,PHI,5,6,41,0,2,8,NOH,0,0
43,-7,0,0,0,1,26-206,1,4,29/01/2005,4,0.571,7,0,0,0,42,0,7.7,anderch01,12:00,2,SAS,0,8,42,0,1,6,NOH,0,0
44,3,0,0,0,1,26-208,2,2,31/01/2005,6,0.667,9,1,0.5,2,43,0,13.5,anderch01,21:00,3,MEM,0,13,43,0,0,5,NOH,0,0
45,-2,0,0,0,2,26-210,5,6,02/02/2005,4,0.444,9,2,0.667,3,44,0,11.3,anderch01,31:00:00,3,DAL,1,10,44,0,2,9,NOH,0,0
46,-5,0,0,0,0,26-212,3,3,04/02/2005,0,0,1,0,0,0,45,0,-1.9,anderch01,13:00,0,GSW,3,0,45,0,3,3,NOH,0,0
47,-15,0,0,0,1,26-213,0,2,05/02/2005,3,0.429,7,0,0,0,46,0,5.9,anderch01,18:00,3,UTA,2,6,46,1,0,5,NOH,0,0
48,-3,0,0,0,1,26-216,1,0,08/02/2005,3,0.6,5,3,0.75,4,47,0,8.3,anderch01,13:00,0,SEA,1,9,47,1,0,0,NOH,0,0
49,10,0,0,0,4,26-217,1,3,09/02/2005,1,0.25,4,3,1,3,48,0,7,anderch01,17:00,0,POR,0,5,48,0,0,3,NOH,0,0
50,1,0,0,0,2,26-219,0,1,11/02/2005,2,0.667,3,2,1,2,49,0,7.4,anderch01,20:00,4,GSW,2,6,49,0,1,5,NOH,0,0
51,-9,0,0,0,1,26-221,1,7,13/02/2005,1,0.5,2,4,0.8,5,50,0,6.6,anderch01,23:00,1,ORL,3,6,50,0,1,8,NOH,0,0
52,8,0,0,0,3,26-222,0,4,14/02/2005,7,0.7,10,2,1,2,51,0,19.2,anderch01,27:00:00,5,WAS,1,16,51,2,1,9,NOH,0,0
53,-14,0,0,0,1,26-224,4,3,16/02/2005,4,0.5,8,1,1,1,52,0,8,anderch01,30:00:00,0,SAS,1,9,52,0,1,3,NOH,0,0
54,-1,0,0,0,3,26-231,1,1,23/02/2005,2,1,2,1,0.2,5,53,0,6.2,anderch01,19:00,3,SEA,2,5,53,0,1,4,NOH,0,0
55,7,0,0,1,0,26-235,1,6,27/02/2005,5,0.556,9,2,0.667,3,54,0,9.4,anderch01,26:00:00,4,DEN,3,12,54,0,2,10,NOH,0,0
56,-6,0,0,0,0,26-236,1,5,28/02/2005,4,0.8,5,0,0,0,55,0,5.9,anderch01,24:00:00,4,DAL,3,8,55,0,4,9,NOH,0,0
57,7,0,0,0,4,26-238,1,5,02/03/2005,4,0.667,6,3,0.6,5,56,0,12.1,anderch01,23:00,3,CHA,4,11,56,0,1,8,NOH,0,0
58,14,0,0,0,0,26-240,1,8,04/03/2005,5,0.714,7,2,0.333,6,57,0,12.9,anderch01,30:00:00,3,UTA,2,12,57,1,0,11,NOH,0,0
59,-2,0,0,0,1,26-242,2,7,06/03/2005,5,0.714,7,2,0.667,3,58,0,11.5,anderch01,29:00:00,2,TOR,2,12,58,0,2,9,NOH,0,0
60,1,0,0,0,0,26-245,4,8,09/03/2005,4,0.667,6,4,1,4,59,0,13.1,anderch01,30:00:00,3,NJN,4,12,59,0,2,11,NOH,0,0
61,-7,0,0,0,0,26-248,0,6,12/03/2005,2,0.2,10,5,0.5,10,60,0,0.4,anderch01,30:00:00,4,MIL,5,9,60,0,3,10,NOH,0,0
63,-10,0,0,2,1,26-261,2,6,25/03/2005,4,0.571,7,1,0.5,2,61,0,10.5,anderch01,21:00,3,HOU,2,9,61,1,1,9,NOH,0,0
64,7,0,0,0,2,26-262,1,1,26/03/2005,1,0.5,2,1,0.5,2,62,0,2.8,anderch01,17:00,0,MEM,3,3,62,0,0,1,NOH,0,0
65,-3,0,0,0,2,26-264,0,1,28/03/2005,4,0.667,6,3,0.75,4,63,0,7.5,anderch01,18:00,0,CLE,3,11,63,0,1,1,NOH,0,0
66,24,0,0,0,0,26-268,2,13,01/04/2005,2,0.25,8,5,0.833,6,64,0,11,anderch01,24:00:00,3,HOU,3,9,64,1,0,16,NOH,0,0
67,4,0,0,0,2,26-269,0,6,02/04/2005,4,0.667,6,5,0.625,8,65,0,12.2,anderch01,25:00:00,0,MIA,3,13,65,1,0,6,NOH,0,0
68,19,0,0,0,2,26-272,6,7,05/04/2005,4,0.8,5,4,0.8,5,66,0,15.3,anderch01,25:00:00,1,ATL,2,12,66,1,3,8,NOH,0,0
69,15,0,0,0,2,26-273,7,8,06/04/2005,3,0.75,4,3,0.75,4,67,0,16.3,anderch01,23:00,4,DEN,3,9,67,0,1,12,NOH,0,0
0,-2,0,0,3,5,30-108,0,4,03/11/2004,5,0.385,13,0,0,0,1,1,8.8,anderde01,42:00:00,2,GSW,3,10,1,2,1,6,POR,@,W (+3)
4,-8,0,0,3,3,30-115,0,0,10/11/2004,1,0.167,6,2,1,2,5,1,1.9,anderde01,22:00,0,BOS,1,4,5,0,0,0,POR,@,L (-2)
13,-9,0,0,1,3,30-135,0,2,30/11/2004,2,0.333,6,3,0.75,4,14,1,2.1,anderde01,22:00,0,SEA,2,7,14,0,3,2,POR,0,W (+6)
15,-21,0,0,2,3,30-140,0,3,05/12/2004,1,0.167,6,0,0,0,16,1,-1.6,anderde01,24:00:00,0,PHO,2,2,16,0,2,3,POR,0,L (-22)
23,6,0,0,3,2,30-153,0,2,18/12/2004,3,0.5,6,0,0,0,23,1,3.2,anderde01,32:00:00,0,DET,2,6,23,1,2,2,POR,@,W (+1)
24,-11,0,0,1,1,30-155,0,0,20/12/2004,0,0,5,2,1,2,24,1,-0.8,anderde01,14:00,0,CHI,0,2,24,0,0,0,POR,@,L (-5)
28,-12,0,0,5,1,30-167,0,4,01/01/2005,3,0.375,8,0,0,0,28,1,-0.1,anderde01,23:00,0,GSW,4,6,28,0,2,4,POR,0,W (+9)
29,8,0,0,2,6,30-168,0,1,02/01/2005,4,0.444,9,0,0,0,29,1,6.8,anderde01,30:00:00,0,PHO,0,8,29,0,1,1,POR,@,L (-19)
31,-13,0,0,2,4,30-173,0,2,07/01/2005,0,0,8,2,1,2,31,1,-3.6,anderde01,28:00:00,0,MIA,1,2,31,1,4,2,POR,0,L (-11)
32,-11,0,0,1,4,30-175,0,2,09/01/2005,2,0.5,4,4,1,4,32,1,6.6,anderde01,25:00:00,0,NYK,2,8,32,0,2,2,POR,@,L (-8)
33,4,0,0,1,2,30-176,0,3,10/01/2005,3,0.5,6,5,0.833,6,33,0,10.1,anderde01,17:00,0,PHI,2,11,33,2,1,3,POR,@,W (+9)
34,-15,0,0,1,1,30-178,0,0,12/01/2005,0,0,3,4,1,4,34,0,1.9,anderde01,13:00,1,WAS,1,4,34,0,1,1,POR,@,L (-4)
36,0,0,0,0,6,30-181,0,0,15/01/2005,2,0.333,6,0,0,0,36,0,2.9,anderde01,15:00,1,MIN,4,4,36,0,1,1,POR,@,L (-8)
37,-11,0,0,1,1,30-184,0,1,18/01/2005,1,0.125,8,2,1,2,37,0,-2.4,anderde01,20:00,0,SAC,3,4,37,0,1,1,POR,@,L (-6)
39,-2,0,0,1,2,30-188,0,1,22/01/2005,1,0.333,3,0,0,0,39,0,1,anderde01,6:00,0,MIN,0,2,39,1,2,1,POR,0,L (-9)
40,-9,0,0,0,0,30-208,0,0,11/02/2005,1,0.333,3,0,0,0,40,0,-0.4,anderde01,6:00,1,MEM,1,2,40,1,2,1,POR,@,L (-6)
43,1,0,0,1,1,30-211,0,0,14/02/2005,0,0,2,0,0,0,42,0,-1.7,anderde01,12:00,0,CHA,0,0,42,0,1,0,POR,@,W (+3)
44,1,0,0,0,1,30-213,0,1,16/02/2005,0,0,0,0,0,0,43,0,0,anderde01,5:00,0,IND,0,0,43,0,1,1,POR,@,L (-8)
45,-13,0,0,0,1,30-241,0,0,16/03/2005,0,0,2,0,0,0,44,0,-0.7,anderde01,6:00,0,HOU,0,0,44,1,1,0,POR,@,L (-31)
46,-1,0,0,0,0,30-242,0,0,17/03/2005,0,0,0,0,0,0,45,0,0,anderde01,1:00,0,DAL,0,0,45,0,0,0,POR,@,L (-4)
1,-13,0,0,0,1,34-027,0,2,05/11/2004,4,0.5,8,2,1,2,2,1,6.8,anderke01,34:00:00,1,SEA,3,10,2,1,1,3,ATL,@,L (-21)
2,-6,0,0,1,5,34-029,0,4,07/11/2004,0,0,6,0,0,0,3,1,-0.9,anderke01,21:00,0,LAL,1,0,3,0,1,4,ATL,@,L (-16)
3,-1,0,0,1,4,34-031,0,2,09/11/2004,1,0.111,9,0,0,0,4,1,-1.7,anderke01,28:00:00,0,CLE,3,2,4,0,0,2,ATL,0,L (-14)
5,-19,0,0,0,2,34-035,0,1,13/11/2004,3,0.333,9,0,0,0,6,1,4.5,anderke01,21:00,1,SAS,2,6,6,2,0,2,ATL,0,L (-15)
6,-12,0,0,0,0,34-038,0,1,16/11/2004,3,0.6,5,0,0,0,7,1,4.6,anderke01,22:00,2,HOU,2,6,7,1,1,3,ATL,0,W (+4)
7,-8,0,0,0,4,34-039,0,5,17/11/2004,2,0.25,8,0,0,0,8,1,3.1,anderke01,24:00:00,2,IND,2,4,8,0,1,7,ATL,@,L (-7)
8,-20,0,0,0,1,34-042,0,0,20/11/2004,3,0.5,6,2,0.667,3,9,1,5,anderke01,18:00,1,UTA,0,8,9,0,1,1,ATL,0,L (-13)
9,-16,0,0,0,3,34-045,0,4,23/11/2004,2,0.4,5,0,0,0,10,1,3.2,anderke01,21:00,0,NYK,1,4,10,2,3,4,ATL,@,L (-16)
11,-2,0,0,0,4,34-048,0,2,26/11/2004,4,0.8,5,1,1,1,12,1,9.8,anderke01,20:00,1,ORL,6,9,12,1,0,3,ATL,0,L (-18)
12,-6,0,0,0,6,34-049,0,3,27/11/2004,3,0.5,6,0,0,0,13,1,2.6,anderke01,34:00:00,1,CHA,3,6,13,1,6,4,ATL,@,L (-15)
13,-11,0,0,0,1,34-052,0,0,30/11/2004,0,0,0,0,0,0,14,1,-1.1,anderke01,9:00,0,NYK,2,0,14,0,1,0,ATL,0,L (-1)
14,-17,0,0,0,3,34-055,0,2,03/12/2004,4,0.667,6,1,1,1,15,1,6,anderke01,22:00,1,WAS,2,9,15,0,3,3,ATL,0,L (-24)
15,-7,0,0,0,2,34-056,0,1,04/12/2004,1,0.333,3,3,0.75,4,16,1,3.1,anderke01,20:00,1,NJN,3,5,16,0,1,2,ATL,@,L (-21)
16,-6,0,0,0,1,34-058,0,0,06/12/2004,0,0,1,0,0,1,17,1,-2.6,anderke01,10:00,0,PHI,3,0,17,0,1,0,ATL,0,W (+4)
17,-10,0,0,0,2,34-060,0,1,08/12/2004,0,0,3,1,0.5,2,18,1,-3.2,anderke01,15:00,0,MEM,1,1,18,0,3,1,ATL,0,L (-8)
18,10,0,0,1,8,34-062,0,4,10/12/2004,1,0.333,3,0,0,0,19,0,6.8,anderke01,21:00,1,DET,5,2,19,1,0,5,ATL,@,W (+16)
19,-5,0,0,1,2,34-063,0,2,11/12/2004,4,0.5,8,1,0.5,2,20,0,4.4,anderke01,19:00,0,NJN,3,9,20,1,2,2,ATL,0,L (-5)
21,5,0,0,0,2,34-066,0,0,14/12/2004,1,0.5,2,2,1,2,21,0,4,anderke01,7:00,0,IND,1,4,21,0,0,0,ATL,0,L (-11)
22,1,0,0,0,2,34-067,0,3,15/12/2004,1,1,1,1,0.5,2,22,0,7,anderke01,14:00,2,HOU,0,3,22,1,0,5,ATL,@,L (-23)
24,-5,0,0,0,1,34-070,0,1,18/12/2004,1,0.333,3,0,0,0,24,0,-0.9,anderke01,12:00,0,DAL,3,2,24,0,1,1,ATL,@,L (-22)
26,-10,0,0,0,3,34-079,0,0,27/12/2004,0,0,1,0,0,0,26,0,0.2,anderke01,13:00,0,MIA,3,0,26,1,1,0,ATL,@,L (-14)
27,-3,0,0,0,0,34-080,0,1,28/12/2004,1,1,1,0,0,0,27,0,3,anderke01,4:00,0,CLE,0,2,27,1,0,1,ATL,0,L (-9)
28,0,0,0,0,3,34-085,0,1,02/01/2005,0,0,1,0,0,0,28,0,2.3,anderke01,10:00,0,WAS,1,0,28,1,0,1,ATL,@,L (-3)
29,7,0,0,0,5,34-097,0,0,14/01/2005,1,1,1,1,1,1,29,0,6.1,anderke01,14:00,1,BOS,2,3,29,1,1,1,ATL,@,L (-12)
30,15,0,0,0,2,34-098,0,0,15/01/2005,2,0.667,3,0,0,0,30,0,3.4,anderke01,11:00,1,CHA,1,4,30,0,1,1,ATL,0,W (+8)
31,-2,0,0,0,0,34-100,0,0,17/01/2005,0,0,1,0,0,0,31,0,-1.5,anderke01,5:00,0,NJN,2,0,31,0,0,0,ATL,0,L (-1)
32,-9,0,0,0,2,34-102,0,0,19/01/2005,1,1,1,0,0,0,32,0,1.1,anderke01,10:00,0,MIA,5,2,32,0,0,0,ATL,@,L (-19)
33,5,0,0,0,0,34-104,0,2,21/01/2005,3,0.5,6,1,0.5,2,33,0,4.1,anderke01,16:00,1,CHI,2,7,33,2,2,3,ATL,@,L (-10)
34,5,0,0,0,1,34-105,0,2,22/01/2005,5,0.833,6,1,1,1,34,0,9.1,anderke01,24:00:00,0,BOS,0,11,34,2,3,2,ATL,0,W (+4)
35,-9,0,0,0,2,34-107,0,1,24/01/2005,4,0.444,9,2,1,2,35,0,8.5,anderke01,20:00,1,CHI,3,10,35,2,0,2,ATL,0,L (-25)
36,-4,0,0,0,5,34-109,0,0,26/01/2005,1,0.333,3,1,0.5,2,36,0,2.6,anderke01,18:00,0,MIN,2,3,36,0,1,0,ATL,@,L (-17)
37,-5,0,0,0,2,34-111,0,0,28/01/2005,0,0,2,0,0,0,37,0,0,anderke01,6:00,0,MIA,0,0,37,0,0,0,ATL,0,L (-10)
38,-1,0,0,0,2,34-121,0,1,07/02/2005,2,0.286,7,1,0.5,2,38,1,1,anderke01,19:00,0,LAL,3,5,38,0,0,1,ATL,0,W (+6)
39,-8,0,0,0,1,34-124,0,2,10/02/2005,3,0.429,7,0,0,0,39,1,2.6,anderke01,12:00,0,ORL,0,6,39,1,2,2,ATL,@,L (-5)
40,2,0,0,0,1,34-144,0,1,02/03/2005,0,0,1,0,0,0,40,0,-0.7,anderke01,5:00,0,DAL,0,0,40,0,1,1,LAC,0,W (+9)
42,0,0,0,0,1,34-147,0,1,05/03/2005,3,0.5,6,0,0,0,41,0,1.6,anderke01,9:00,0,DEN,1,6,41,0,2,1,LAC,0,L (-16)
43,-6,0,0,0,2,34-149,0,1,07/03/2005,0,0,1,0,0,0,42,0,0.5,anderke01,6:00,1,MEM,3,0,42,0,0,2,LAC,0,L (-3)
44,-2,0,0,0,1,34-160,0,1,18/03/2005,1,0.333,3,0,0,0,43,0,0.5,anderke01,6:00,0,DEN,2,2,43,0,0,1,LAC,@,L (-19)
0,-7,0,0,1,0,30-311,0,0,06/11/2004,0,0,2,0,0,0,1,0,-2.5,andersh01,20:00,1,BOS,2,0,1,0,1,1,NYK,0,L (-34)
1,-1,0,0,0,2,30-319,0,0,14/11/2004,1,0.5,2,0,0,0,2,0,0.2,andersh01,11:00,0,MIL,3,2,2,0,1,0,MIA,0,W (+2)
2,5,0,0,1,1,30-321,0,2,16/11/2004,1,0.333,3,0,0,0,3,0,-0.6,andersh01,16:00,0,MIN,3,2,3,0,1,2,MIA,@,L (-11)
3,1,0,0,1,0,30-322,0,4,17/11/2004,2,0.333,6,0,0,0,4,0,1.4,andersh01,28:00:00,0,MIL,1,4,4,0,0,4,MIA,@,W (+7)
4,1,0,0,2,3,30-324,0,4,19/11/2004,0,0,4,0,0,0,5,0,-0.5,andersh01,24:00:00,0,UTA,5,0,5,1,0,4,MIA,0,W (+2)
5,7,0,0,0,2,30-326,0,2,21/11/2004,0,0,2,0,0,0,6,0,0.9,andersh01,15:00,1,PHI,1,0,6,0,0,3,MIA,0,W (+10)
8,-1,0,0,0,0,30-331,0,0,26/11/2004,0,0,1,0,0,0,9,0,-1.5,andersh01,6:00,0,DET,2,0,9,0,0,0,MIA,@,L (-1)
9,-11,0,0,0,1,30-333,0,4,28/11/2004,1,1,1,0,0,0,10,0,0.2,andersh01,19:00,0,BOS,6,2,10,0,1,4,MIA,0,W (+2)
10,-4,0,0,0,0,30-335,0,0,30/11/2004,1,0.5,2,0,0,2,11,0,-0.2,andersh01,6:00,0,TOR,1,2,11,0,0,0,MIA,0,L (-2)
11,10,0,0,1,1,30-338,0,0,03/12/2004,0,0,1,0,0,0,12,0,-1,andersh01,8:00,0,CHI,0,0,12,0,1,0,MIA,@,W (+24)
12,-6,0,0,0,1,30-339,1,1,04/12/2004,0,0,0,0,0,0,13,0,0.6,andersh01,16:00,1,DEN,2,0,13,2,3,2,MIA,@,L (-9)
13,-1,0,0,0,0,30-341,0,0,06/12/2004,0,0,1,0,0,0,14,0,-0.7,andersh01,1:00,0,UTA,0,0,14,0,0,0,MIA,@,W (+20)
14,-6,0,0,0,0,30-343,0,2,08/12/2004,0,0,0,0,0,0,15,0,0.6,andersh01,4:00,0,MIL,0,0,15,0,0,2,MIA,@,W (+5)
15,2,0,0,0,1,30-348,1,6,13/12/2004,1,1,1,0,0,0,16,0,1.9,andersh01,13:00,0,WAS,0,2,16,1,4,6,MIA,0,W (+23)
16,8,0,0,0,0,30-356,0,0,21/12/2004,1,0.25,4,2,1,2,17,0,1.9,andersh01,13:00,1,BOS,1,4,17,1,1,1,MIA,0,W (+8)
17,-4,0,0,0,0,30-358,0,1,23/12/2004,0,0,0,0,0,0,18,0,0.3,andersh01,2:00,0,SAC,0,0,18,0,0,1,MIA,@,W (+2)
18,2,0,0,1,0,30-360,0,0,25/12/2004,0,0,2,0,0,0,19,0,-2.8,andersh01,6:00,0,LAL,1,0,19,0,1,0,MIA,@,W (+2)
19,4,0,0,0,1,31-001,0,0,01/01/2005,0,0,1,0,0,0,20,0,0,andersh01,2:00,0,CHA,0,0,20,0,0,0,MIA,0,W (+23)
21,-3,0,0,1,1,31-003,0,1,03/01/2005,1,0.333,3,2,1,2,21,0,3.5,andersh01,13:00,0,SEA,2,4,21,1,0,1,MIA,0,L (-2)
22,4,0,0,1,2,31-005,0,0,05/01/2005,4,0.5,8,4,1,4,22,0,11.5,andersh01,22:00,1,NYK,4,12,22,4,1,1,MIA,0,W (+8)
