,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
0,-30,2,0.4,5,3,33-122,0,4,29/10/2014,7,0.368,19,3,0.6,5,1,1,9.8,johnsjo02,34:27:00,2,BOS,4,19,1,1,2,6,BRK,@,L (-16)
1,-30,0,0,1,2,27-110,1,1,29/10/2014,2,0.286,7,5,1,5,2,1,7.9,johnswe01,28:21:00,0,PHO,1,9,2,1,0,1,LAL,@,L (-20)
18,-30,2,0.4,5,1,27-145,1,3,03/12/2014,2,0.333,6,0,0,0,19,1,5.9,johnswe01,27:57:00,0,WAS,0,6,19,1,0,3,LAL,@,L (-16)
18,-30,0,0,0,2,28-070,1,1,08/12/2014,6,0.75,8,0,0,0,16,0,9,jordaje01,25:53:00,2,CLE,4,12,19,1,3,3,BRK,0,L (-22)
67,-30,2,0.667,3,2,32-042,0,5,15/03/2015,7,0.389,18,3,1,3,29,1,9.9,martike02,31:56:00,0,SAS,3,19,65,1,2,5,MIN,@,L (-26)
67,-30,0,0,1,3,25-188,0,4,09/03/2015,1,0.125,8,2,1,2,65,1,0.5,morrima02,26:08:00,0,GSW,4,4,65,3,3,4,PHO,0,L (-18)
35,-30,1,0.2,5,3,22-240,0,2,30/12/2014,6,0.429,14,3,0.75,4,26,1,9,oladivi01,32:22:00,1,DET,4,16,35,2,3,3,ORL,0,L (-23)
45,-30,2,0.333,6,5,22-259,0,2,18/01/2015,7,0.389,18,7,1,7,35,1,14.8,oladivi01,35:03:00,1,OKC,3,23,44,1,3,3,ORL,0,L (-28)
81,-30,0,0,0,0,25-124,2,1,10/04/2015,1,0.25,4,2,1,2,76,0,-0.2,serapke01,14:58,1,BRK,3,4,79,0,3,2,WAS,@,L (-37)
47,-30,1,0.25,4,2,29-265,0,1,25/01/2015,1,0.125,8,0,0,0,42,1,-0.7,tuckepj01,30:07:00,2,LAC,4,3,46,0,0,3,PHO,0,L (-20)
23,-30,1,0.25,4,4,24-219,0,1,13/12/2014,3,0.273,11,4,1,4,23,1,6.8,walkeke02,26:57:00,0,BRK,2,11,23,0,0,1,CHO,0,L (-27)
74,-30,0,0,3,7,26-133,0,3,25/03/2015,5,0.313,16,6,1,6,57,1,10.9,westbru01,25:52:00,1,SAS,1,16,72,2,4,4,OKC,@,L (-39)
3,-29,0,0,2,2,29-021,0,4,05/11/2014,1,0.25,4,0,0,0,4,1,1,afflaar01,21:49,0,SAC,3,2,4,0,0,4,DEN,@,L (-22)
10,-29,0,0,5,0,26-199,0,3,21/11/2014,2,0.182,11,6,0.857,7,11,0,2.4,anderry01,26:38:00,0,DEN,3,10,11,1,1,3,NOP,@,L (-20)
31,-29,0,0,0,0,20-021,2,2,27/12/2014,2,0.4,5,1,0.5,2,31,1,0.4,antetgi01,19:06,3,ATL,4,5,31,0,4,5,MIL,0,L (-5)
65,-29,0,0,2,0,24-060,2,0,07/03/2015,4,0.5,8,2,0.667,3,39,0,5.2,bartowi01,19:57,0,HOU,2,10,63,1,2,0,DEN,0,L (-14)
12,-29,1,0.25,4,7,36-090,0,3,21/11/2014,6,0.273,22,4,1,4,13,1,9.4,bryanko01,31:20:00,2,DAL,2,17,13,1,2,5,LAL,@,L (-34)
19,-29,1,0.333,3,3,36-104,0,3,05/12/2014,9,0.429,21,3,1,3,20,1,11.5,bryanko01,32:42:00,0,BOS,1,22,20,1,3,3,LAL,@,L (-17)
37,-29,1,0.2,5,2,25-117,1,3,09/01/2015,2,0.167,12,5,0.714,7,34,1,3.1,butleji01,36:15:00,1,WAS,3,10,37,3,4,4,CHI,@,L (-16)
39,-29,0,0,2,4,33-102,0,2,08/01/2015,0,0,5,0,0,0,26,1,-0.7,caldejo01,21:12,2,HOU,0,0,39,0,2,4,NYK,0,L (-24)
77,-29,0,0,0,0,21-234,0,7,01/04/2015,6,0.4,15,1,0.143,7,75,1,5.4,drumman01,28:04:00,2,CHO,4,13,75,2,1,9,DET,@,L (-24)
81,-29,0,0,1,1,28-228,0,1,13/04/2015,2,0.333,6,0,0,0,77,1,0.6,greenje02,21:46,0,GSW,0,4,79,1,2,1,MEM,@,L (-4)
10,-29,0,0,4,4,25-083,1,4,17/11/2014,1,0.125,8,4,0.8,5,11,1,3.2,hardeja01,33:32:00,1,MEM,4,6,11,2,3,5,HOU,@,L (-26)
59,-29,0,0,3,0,20-166,0,1,27/02/2015,1,0.25,4,0,0,0,31,1,-0.1,harriga01,16:21,0,UTA,0,2,58,1,1,1,DEN,0,L (-22)
36,-29,0,0,0,3,27-164,0,3,07/01/2015,6,0.75,8,1,0.5,2,36,1,14,hilljo01,23:11,2,LAC,2,13,36,1,0,5,LAL,@,L (-25)
78,-29,2,0.667,3,0,27-268,0,1,05/04/2015,6,0.375,16,2,1,2,72,1,8.2,johnswe01,32:04:00,3,LAC,1,16,76,0,1,4,LAL,0,L (-28)
7,-29,0,0,1,0,19-249,0,3,14/11/2014,5,0.417,12,3,1,3,5,1,4,lavinza01,31:03:00,1,NOP,3,13,8,0,3,4,MIN,@,L (-48)
82,-29,0,0,3,2,35-052,1,2,12/04/2015,1,0.25,4,0,0,0,50,0,-1.9,millemi01,23:54,0,BOS,3,2,80,0,3,2,CLE,@,L (-39)
45,-29,0,0,0,2,30-112,0,1,23/01/2015,1,0.5,2,0,0,0,36,0,0.3,nealga01,18:08,0,CLE,1,2,44,0,2,1,CHO,@,L (-39)
42,-29,0,0,0,1,20-149,1,6,19/01/2015,1,0.167,6,0,0,0,29,1,1.4,nurkiju01,23:31,2,GSW,6,2,41,2,1,8,DEN,@,L (-43)
80,-29,0,0,3,1,29-337,0,3,07/04/2015,2,0.2,10,1,1,1,74,1,1.3,tuckepj01,28:21:00,1,ATL,2,5,78,1,0,4,PHO,@,L (-27)
17,-29,0,0,0,3,34-095,1,4,02/12/2014,5,0.417,12,0,0,0,3,1,4.8,westda01,26:46:00,2,PHO,3,10,18,0,3,6,IND,@,L (-17)
53,-29,1,0.25,4,2,28-236,1,2,10/02/2015,1,0.167,6,0,0,0,48,0,0.7,willima02,23:30,2,DET,4,3,52,0,1,4,CHO,0,L (-28)
39,-28,1,0.25,4,0,26-255,0,6,16/01/2015,2,0.182,11,3,0.75,4,39,1,1.5,anderry01,34:46:00,2,PHI,1,8,39,0,2,8,NOP,@,L (-15)
52,-28,0,0,5,1,26-277,0,3,07/02/2015,1,0.091,11,2,1,2,50,0,0.4,anderry01,22:52,3,CHI,0,4,51,0,0,6,NOP,0,L (-35)
59,-28,1,1,1,1,29-307,0,0,03/03/2015,7,0.467,15,0,0,0,58,1,8.5,bassbr01,27:23:00,5,CLE,0,15,58,0,3,5,BOS,@,L (-31)
44,-28,0,0,3,3,26-193,0,2,21/01/2015,3,0.5,6,0,0,0,31,1,4.2,beverpa01,25:46:00,1,GSW,3,6,43,1,2,3,HOU,@,L (-13)
9,-28,0,0,0,1,32-361,0,4,16/11/2014,3,0.231,13,0,0,0,10,1,-0.9,boozeca01,20:57,1,GSW,4,6,10,0,0,5,LAL,0,L (-21)
12,-28,0,0,1,5,22-009,0,3,21/11/2014,1,0.125,8,0,0,0,13,1,-1.2,burketr01,25:38:00,0,GSW,1,2,13,1,3,3,UTA,@,L (-13)
14,-28,2,0.333,6,4,28-190,1,1,25/11/2014,4,0.235,17,4,0.8,5,15,1,9.6,chalmma01,37:20:00,1,GSW,3,14,15,4,1,2,MIA,0,L (-17)
35,-28,0,0,0,1,27-291,1,0,07/02/2015,0,0,1,0,0,0,35,1,2,cunnida01,21:49,1,CHI,1,0,35,2,1,1,NOP,0,L (-35)
17,-28,0,0,0,0,21-270,1,2,06/12/2014,9,0.6,15,8,0.889,9,18,1,19.5,davisan02,32:34:00,1,LAC,3,26,18,0,0,3,NOP,@,L (-20)
10,-28,0,0,0,1,24-307,3,4,21/11/2014,3,0.375,8,3,0.75,4,11,1,10.6,dienggo01,30:25:00,6,SAS,2,9,11,1,2,10,MIN,0,L (-29)
16,-28,1,0.333,3,1,22-028,0,2,26/11/2014,4,0.444,9,1,0.5,2,16,1,3.8,fournev01,30:43:00,0,GSW,1,10,17,0,2,2,ORL,0,L (-15)
79,-28,3,0.429,7,5,31-192,1,5,04/04/2015,5,0.385,13,1,1,1,46,1,10.4,foyera01,35:16:00,0,LAC,3,14,77,1,2,5,DEN,0,L (-15)
16,-28,0,0,2,1,31-193,1,2,26/11/2014,1,0.25,4,0,0,0,16,1,-1.9,fryech01,24:22:00,1,GSW,3,2,17,0,3,3,ORL,0,L (-15)
59,-28,2,0.25,8,1,26-203,0,1,27/02/2015,5,0.333,15,1,0.5,2,40,1,6.4,gallida01,25:30:00,1,UTA,1,13,58,2,1,2,DEN,0,L (-22)
78,-28,1,0.5,2,1,26-238,0,3,03/04/2015,8,0.667,12,3,1,3,55,1,17,gallida01,30:11:00,0,SAS,1,20,76,2,1,3,DEN,@,L (-30)
37,-28,1,0.25,4,2,23-109,0,4,28/03/2015,5,0.357,14,1,0.5,2,37,1,5.9,gallola01,36:04:00,1,CHI,3,12,37,0,0,5,NYK,@,L (-31)
56,-28,0,0,0,0,31-003,1,3,20/02/2015,4,0.5,8,0,0,0,55,1,4.9,gortama01,26:36:00,3,CLE,2,8,55,0,2,6,WAS,0,L (-38)
13,-28,1,0.25,4,0,28-094,1,1,30/11/2014,6,0.375,16,3,0.75,4,14,1,7.1,greenje02,29:39:00,1,SAS,1,16,14,0,1,2,BOS,0,L (-22)
21,-28,2,0.667,3,0,22-141,0,8,03/12/2014,7,0.636,11,0,0,1,19,1,12.9,harrito02,24:45:00,0,LAC,3,16,21,2,1,8,ORL,@,L (-28)
53,-28,2,0.4,5,0,26-286,1,0,08/02/2015,7,0.438,16,1,0.5,2,43,1,6,hawessp01,35:26:00,1,OKC,4,17,52,0,2,1,LAC,@,L (-23)
67,-28,0,0,1,1,27-097,0,1,16/03/2015,1,0.167,6,2,1,2,63,1,1.2,hendege02,22:20,0,UTA,0,4,65,0,0,1,CHO,@,L (-28)
49,-28,0,0,0,0,26-149,1,7,31/01/2015,5,0.625,8,2,1,2,40,0,8.7,hicksjj01,29:40:00,1,CHO,3,12,48,0,2,8,DEN,0,L (-18)
44,-28,0,0,0,0,29-044,0,7,21/01/2015,3,0.375,8,1,0.5,2,31,1,1.1,howardw01,23:49,4,GSW,5,7,43,1,5,11,HOU,@,L (-13)
3,-28,2,0.25,8,5,24-201,1,3,03/11/2014,8,0.4,20,5,1,5,1,1,9,jacksre01,41:45:00,1,BRK,5,23,4,0,7,4,OKC,@,L (-31)
14,-28,0,0,0,2,29-324,1,8,24/11/2014,7,0.5,14,2,0.5,4,15,1,12.2,jeffeal01,31:44:00,1,LAC,3,16,15,0,0,9,CHO,0,L (-21)
7,-28,0,0,3,0,24-198,0,2,13/11/2014,1,0.2,5,2,1,2,8,0,-0.6,johnsch04,15:08,1,DAL,2,4,8,1,3,3,PHI,@,L (-53)
65,-28,0,0,0,0,22-295,0,0,11/03/2015,6,0.5,12,6,0.667,9,58,1,10.7,kanteen01,26:01:00,5,LAC,4,18,63,0,2,5,OKC,0,L (-12)
31,-28,2,0.4,5,4,23-025,0,2,27/12/2014,4,0.333,12,0,0,0,31,1,4.2,knighbr03,27:00:00,0,ATL,1,10,31,0,2,2,MIL,0,L (-5)
8,-28,0,0,0,1,33-243,0,0,15/11/2014,0,0,1,0,0,0,9,1,0,korveky01,13:33,0,CLE,0,0,9,0,0,0,ATL,@,L (-33)
64,-28,0,0,1,3,22-158,1,2,09/03/2015,4,0.571,7,0,0,1,56,0,5.5,larkish01,31:59:00,0,DEN,3,8,62,1,2,2,NYK,@,L (-28)
1,-28,0,0,2,1,26-067,0,2,29/10/2014,2,0.4,5,2,1,2,2,1,2.6,linje01,21:06,0,PHO,0,6,2,0,2,2,LAL,@,L (-20)
12,-28,0,0,1,2,23-101,0,0,21/11/2014,1,0.125,8,1,1,1,10,1,-1.5,middlkh01,15:19,1,TOR,1,3,13,0,1,1,MIL,@,L (-42)
67,-28,0,0,1,0,25-092,2,1,10/03/2015,0,0,7,0,0,0,26,0,-1.5,nichoan01,12:35,1,IND,0,0,65,1,0,2,ORL,@,L (-32)
12,-28,0,0,0,1,29-269,1,0,21/11/2014,3,0.333,9,1,0.5,2,11,1,4.1,noahjo01,21:36,2,POR,3,7,13,2,1,2,CHI,@,L (-18)
21,-28,1,1,1,0,22-213,1,1,03/12/2014,2,0.25,8,6,0.75,8,12,1,6.2,oladivi01,25:08:00,0,LAC,3,11,21,2,1,1,ORL,@,L (-28)
68,-28,3,0.75,4,1,26-136,1,4,10/03/2015,7,0.583,12,1,0.5,2,56,1,10.9,parsoch01,31:33:00,1,CLE,1,18,66,0,4,5,DAL,0,L (-33)
67,-28,1,0.333,3,2,22-224,0,1,13/03/2015,4,0.667,6,0,0,2,61,0,5.1,riverau01,24:27:00,0,DAL,3,9,65,1,2,1,LAC,@,L (-30)
12,-28,0,0,0,0,26-000,0,2,21/11/2014,3,1,3,2,0.5,4,12,1,6.8,sandela01,21:00,3,TOR,3,8,13,0,1,5,MIL,@,L (-42)
16,-28,0,0,0,3,28-222,0,2,29/11/2014,2,0.333,6,5,1,5,10,1,6.5,stuckro01,23:00,0,CLE,2,9,17,0,1,2,IND,@,L (-12)
59,-28,0,0,1,7,26-127,0,2,03/03/2015,3,0.375,8,0,0,0,58,1,5.9,turneev01,27:38:00,0,CLE,3,6,58,2,2,2,BOS,@,L (-31)
84,-28,0,0,0,2,32-282,0,2,13/04/2015,3,0.25,12,1,1,1,78,1,3.8,udrihbe01,25:20:00,2,GSW,1,7,81,1,0,4,MEM,@,L (-4)
14,-28,0,0,4,6,24-200,1,5,24/11/2014,4,0.364,11,7,0.875,8,15,1,16.5,walkeke02,40:56:00,0,LAC,1,15,15,3,1,5,CHO,0,L (-21)
73,-28,0,0,3,5,24-198,0,5,23/03/2015,4,0.25,16,3,1,3,71,1,4.8,walljo01,32:44:00,0,GSW,4,11,71,0,0,5,WAS,@,L (-31)
22,-28,0,0,1,3,34-103,0,2,10/12/2014,1,0.143,7,0,0,0,7,1,0.5,westda01,25:29:00,1,LAC,1,2,22,0,0,3,IND,0,L (-7)
45,-28,0,0,2,0,28-218,1,3,23/01/2015,1,0.2,5,0,0,1,42,0,-0.7,willima02,20:34,0,CLE,2,2,44,0,0,3,CHO,@,L (-39)
40,-27,0,0,0,2,26-071,2,9,10/01/2015,1,0.143,7,0,0,0,28,1,2.9,aldrico01,26:58:00,3,CHO,3,2,40,0,1,12,NYK,0,L (-28)
60,-27,0,0,0,3,29-128,0,0,03/03/2015,1,0.25,4,1,0.5,2,10,1,1.3,bargnan01,18:13,0,SAC,0,3,59,0,1,0,NYK,0,L (-38)
27,-27,0,0,0,1,21-284,0,2,23/12/2014,0,0,4,0,0,0,26,0,-4.8,bennean01,11:30,1,CLE,5,0,27,0,2,3,MIN,@,L (-21)
34,-27,1,0.25,4,2,30-285,0,2,03/01/2015,4,0.333,12,6,0.75,8,26,1,6,boshch01,27:22:00,2,HOU,2,15,34,0,4,4,MIA,@,L (-36)
