3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
0,0,0,0,19-049,0,2,07/04/1999,4,0.667,6,0,0,2,14,0,5.1,harrial01,17:00,1,CHI,2,8,14,1,1,3,IND,@,W (+17)
0,0,0,0,19-051,0,0,09/04/1999,0,0,0,0,0,0,15,0,-0.7,harrial01,4:00,1,DET,1,0,15,0,1,1,IND,0,L (-1)
0,0,0,0,19-060,0,0,18/04/1999,0,0,0,0,0,0,16,0,0,harrial01,1:00,0,MIA,0,0,16,0,0,0,IND,@,L (-4)
0,0,0,0,19-061,0,1,19/04/1999,0,0,3,0,0,0,17,0,-2.2,harrial01,3:00,0,BOS,1,0,17,0,0,1,IND,@,W (+16)
0,0,0,0,19-066,0,0,24/04/1999,0,0,1,2,1,2,18,0,1.3,harrial01,1:00,0,CHI,0,2,18,0,0,0,IND,0,W (+18)
0,0,0,0,19-067,0,0,25/04/1999,2,0.667,3,0,0,1,19,0,3,harrial01,2:00,1,NJN,0,4,19,0,0,1,IND,@,L (-22)
0,0,0,1,19-070,0,0,21/04/1999,0,0,2,0,0,0,1,0,-1.1,sundobr01,2:00,0,HOU,1,0,1,0,0,0,DAL,@,W (+14)
0,0,0,0,19-071,0,0,22/04/1999,2,0.4,5,0,0,0,2,0,-0.9,sundobr01,6:00,0,SAS,3,4,2,0,1,0,DAL,@,L (-27)
0,0,0,1,19-074,0,0,02/05/1999,0,0,1,0,0,0,20,0,0,harrial01,2:00,0,NYK,0,0,20,0,0,0,IND,0,W (+23)
0,0,0,0,19-076,0,1,04/05/1999,1,0.333,3,0,0,0,21,0,-0.1,harrial01,4:00,1,CLE,1,2,21,0,1,2,IND,0,W (+22)
0,0,0,0,19-082,0,0,03/05/1999,0,0,0,0,0,0,3,0,0,sundobr01,3:00,0,LAL,0,0,3,0,0,0,DAL,@,L (-13)
0,0,0,1,19-135,0,2,05/02/1999,2,0.4,5,2,0.5,4,1,0,4.2,davisri01,16:00,2,PHI,0,6,1,1,2,4,CHH,0,L (-12)
0,0,0,0,19-136,0,0,06/02/1999,1,0.333,3,0,0,0,2,0,0.3,davisri01,5:00,0,MIL,0,2,2,0,0,0,CHH,0,L (-6)
0,0,0,0,19-138,0,0,08/02/1999,2,0.667,3,0,0,0,3,0,2.7,davisri01,6:00,0,MIA,0,4,3,0,0,0,CHH,0,W (+3)
0,0,0,3,19-140,0,0,10/02/1999,0,0,3,0,0,0,4,0,0.7,davisri01,6:00,1,CLE,0,0,4,0,0,1,CHH,0,L (-10)
0,0,0,1,19-141,0,0,11/02/1999,0,0,2,0,0,0,5,0,-2.1,davisri01,4:00,0,ATL,1,0,5,0,1,0,CHH,@,L (-12)
0,0,0,1,19-146,0,3,16/02/1999,3,0.25,12,0,0,0,6,0,1.1,davisri01,20:00,3,LAL,1,6,6,2,3,6,CHH,@,L (-28)
0,0,2,0,19-149,0,1,19/02/1999,3,0.375,8,0,0,0,7,0,2.9,davisri01,11:00,0,SAC,0,6,7,1,0,1,CHH,@,L (-11)
0,0,0,0,19-154,0,0,24/02/1999,2,0.5,4,0,0,0,8,0,3,davisri01,13:00,0,MIA,0,4,8,1,0,0,CHH,0,L (-8)
0,0,0,0,19-156,0,1,26/02/1999,0,0,2,0,0,0,9,0,-3.8,davisri01,11:00,1,POR,1,0,9,0,3,2,CHH,0,W (+2)
0,0,1,0,19-157,0,2,27/02/1999,3,0.333,9,4,1,4,10,0,4.5,davisri01,10:00,0,CHI,0,10,10,1,2,2,CHH,@,L (-17)
0,0,1,0,19-159,0,1,01/03/1999,1,0.5,2,0,0,0,11,0,2.3,davisri01,4:00,0,TOR,0,2,11,1,0,1,CHH,0,W (+3)
0,0,0,1,19-161,0,0,03/03/1999,2,1,2,0,0,0,12,0,2.7,davisri01,4:00,0,ORL,1,4,12,0,1,0,CHH,@,L (-17)
0,0,0,1,19-162,0,3,04/03/1999,2,0.667,3,1,0.5,2,13,0,5.6,davisri01,10:00,1,NJN,0,5,13,0,0,4,CHH,@,W (+14)
0,0,0,2,19-163,1,4,05/03/1999,2,0.667,3,2,1,2,14,0,5.5,davisri01,13:00,1,WAS,3,6,14,0,2,5,CHH,@,L (-1)
0,0,1,3,19-167,0,1,09/03/1999,3,0.5,6,4,1,4,15,1,5.7,davisri01,23:00,1,BOS,1,10,15,1,5,2,CHH,0,W (+18)
0,0,1,2,19-168,1,1,10/03/1999,1,0.167,6,0,0,0,16,0,-0.4,davisri01,18:00,2,PHI,1,2,16,2,4,3,CHH,@,L (-15)
0,0,0,0,19-170,0,1,12/03/1999,4,0.667,6,0,0,0,17,0,8.1,davisri01,13:00,4,WAS,1,8,17,0,0,5,CHH,@,W (+9)
0,0,1,1,19-172,0,1,14/03/1999,2,0.5,4,1,1,1,18,0,1.4,davisri01,12:00,0,NYK,4,5,18,0,1,1,CHH,@,L (-8)
0,0,1,2,19-173,1,3,15/03/1999,5,0.417,12,2,0.5,4,19,0,7.1,davisri01,26:00:00,1,TOR,1,12,19,0,1,4,CHH,@,L (-7)
0,0,0,2,19-175,0,1,17/03/1999,3,0.75,4,4,0.667,6,20,0,8.3,davisri01,12:00,0,PHO,0,10,20,1,2,1,CHH,0,W (+8)
1,1,1,0,19-177,0,0,19/03/1999,2,0.333,6,2,1,2,21,0,4.3,davisri01,10:00,1,UTA,0,7,21,1,1,1,CHH,0,W (+1)
0,0,0,0,19-179,0,0,21/03/1999,0,0,1,2,1,2,22,0,2,davisri01,4:00,1,MIL,0,2,22,0,0,1,CHH,@,W (+7)
0,0,0,2,19-181,0,1,23/03/1999,0,0,2,0,0,0,23,0,-0.1,davisri01,11:00,0,ORL,1,0,23,2,2,1,CHH,@,L (-8)
0,0,0,5,19-182,2,0,24/03/1999,6,0.6,10,2,1,2,24,0,13.9,davisri01,19:00,2,CHI,2,14,24,1,2,2,CHH,0,W (+29)
0,0,0,1,19-184,0,0,26/03/1999,0,0,1,0,0,0,25,0,-1.8,davisri01,12:00,0,ORL,2,0,25,0,1,0,CHH,0,W (+8)
0,0,0,0,19-185,0,0,09/02/1999,2,0.4,5,0,0,0,1,0,1.6,lewisra02,4:00,1,GSW,1,4,1,1,1,1,SEA,0,W (+19)
0,0,0,2,19-186,0,3,28/03/1999,5,0.714,7,1,0.5,2,26,0,8.9,davisri01,24:00:00,1,CLE,2,11,26,1,2,4,CHH,0,W (+21)
0,0,1,4,19-188,0,2,30/03/1999,6,0.667,9,1,0.5,2,27,0,10.3,davisri01,31:00:00,2,BOS,3,13,27,1,3,4,CHH,0,L (-10)
0,0,1,3,19-189,0,0,31/03/1999,1,0.2,5,1,0.5,2,28,0,5,davisri01,16:00,2,MIL,0,3,28,3,1,2,CHH,0,L (-8)
0,0,0,0,19-189,0,3,13/02/1999,4,0.5,8,0,0,0,2,1,3.3,lewisra02,15:00,2,DEN,0,8,2,0,3,5,SEA,0,W (+13)
0,0,0,5,19-191,0,0,02/04/1999,0,0,3,0,0,0,29,0,1.7,davisri01,12:00,1,IND,1,0,29,1,1,1,CHH,0,L (-6)
0,0,1,1,19-192,0,2,16/02/1999,2,0.5,4,0,0,0,3,1,3.6,lewisra02,14:00,3,UTA,2,4,3,1,2,5,SEA,0,W (+15)
0,0,0,0,19-193,0,1,04/04/1999,0,0,2,2,1,2,30,0,0.9,davisri01,9:00,0,ATL,0,2,30,1,1,1,CHH,@,L (-2)
0,0,1,0,19-193,0,3,17/02/1999,2,0.333,6,0,0,0,4,1,1,lewisra02,15:00,1,SAC,3,4,4,0,0,4,SEA,0,L (-3)
1,1,1,0,19-194,0,0,05/04/1999,1,0.25,4,0,0,0,31,0,0.8,davisri01,13:00,0,ATL,2,3,31,2,1,0,CHH,0,L (-6)
0,0,0,1,19-196,0,1,07/04/1999,0,0,2,3,0.75,4,32,0,0.4,davisri01,12:00,0,NYK,2,3,32,0,1,1,CHH,0,W (+24)
0,0,1,0,19-196,0,1,20/02/1999,0,0,1,0,0,0,5,1,-1.2,lewisra02,12:00,0,UTA,2,0,5,0,0,1,SEA,@,L (-30)
0,0,0,1,19-197,0,0,21/02/1999,1,0.333,3,0,0,0,6,1,3.9,lewisra02,14:00,1,LAL,2,2,6,3,0,1,SEA,0,W (+3)
0,0,0,1,19-198,0,2,09/04/1999,1,0.333,3,0,0,0,33,0,1.8,davisri01,10:00,0,WAS,2,2,33,1,0,2,CHH,0,W (+2)
0,0,0,1,19-199,0,1,10/04/1999,0,0,2,1,0.5,2,34,0,0.2,davisri01,9:00,2,IND,1,1,34,0,1,3,CHH,@,W (+2)
0,0,0,0,19-199,0,0,23/02/1999,0,0,0,0,0,0,7,1,-1.8,lewisra02,4:00,0,HOU,2,0,7,0,1,0,SEA,@,L (-12)
0,0,0,0,19-200,0,0,24/02/1999,0,0,0,0,0,0,8,0,0,lewisra02,1:00,0,SAS,0,0,8,0,0,0,SEA,@,L (-18)
0,0,0,0,19-201,0,0,12/04/1999,1,1,1,1,1,1,35,0,2.3,davisri01,5:00,0,DET,1,3,35,0,0,0,CHH,@,W (+6)
0,0,0,0,19-202,0,0,26/02/1999,0,0,1,1,0.5,2,9,0,-0.5,lewisra02,2:00,0,SAS,1,1,9,0,0,0,SEA,0,W (+10)
0,0,0,0,19-203,0,0,14/04/1999,0,0,0,0,0,0,36,0,-0.4,davisri01,3:00,0,DET,1,0,36,0,0,0,CHH,0,W (+4)
0,0,0,1,19-205,0,0,16/04/1999,0,0,0,0,0,0,37,0,-1.1,davisri01,2:00,0,MIL,2,0,37,0,1,0,CHH,@,W (+1)
0,0,0,0,19-206,0,1,17/04/1999,0,0,4,0,0,0,38,0,-1.8,davisri01,5:00,1,CLE,0,0,38,0,0,2,CHH,@,W (+8)
0,0,0,1,19-208,0,0,19/04/1999,1,0.5,2,0,0,0,39,0,1.4,davisri01,6:00,1,NJN,0,2,39,0,1,1,CHH,@,W (+7)
0,0,0,2,19-210,0,0,21/04/1999,1,0.25,4,0,0,0,40,0,1.7,davisri01,11:00,1,DET,0,2,40,0,0,1,CHH,0,W (+3)
0,0,0,0,19-212,0,0,23/04/1999,0,0,3,0,0,0,41,0,-2.1,davisri01,5:00,0,NYK,0,0,41,1,1,0,CHH,@,L (-5)
0,0,0,3,19-213,0,0,24/04/1999,0,0,2,0,0,0,42,0,4.4,davisri01,14:00,1,NJN,0,0,42,3,0,1,CHH,0,W (+15)
0,0,0,1,19-215,0,0,26/04/1999,0,0,0,0,0,0,43,0,0.4,davisri01,5:00,1,NYK,0,0,43,0,1,1,CHH,0,L (-7)
0,0,0,0,19-218,0,0,14/03/1999,1,1,1,1,1,1,10,0,2.7,lewisra02,1:00,0,LAC,0,3,10,0,0,0,SEA,0,W (+19)
0,0,0,3,19-219,1,0,30/04/1999,2,0.5,4,0,0,0,44,0,3.6,davisri01,17:00,0,CHI,3,4,44,0,0,0,CHH,0,W (+4)
0,0,0,0,19-223,0,2,04/05/1999,1,0.25,4,1,0.5,2,45,0,-1.2,davisri01,14:00,4,PHI,2,3,45,0,4,6,CHH,0,W (+7)
0,0,1,1,19-223,0,1,19/03/1999,1,0.5,2,0,0,0,11,0,2,lewisra02,4:00,0,GSW,0,2,11,0,0,1,SEA,@,L (-12)
0,0,0,2,19-224,1,5,05/05/1999,12,0.6,20,8,0.889,9,46,0,24.8,davisri01,41:00:00,2,BOS,4,32,46,1,2,7,CHH,@,W (+4)
0,0,1,0,19-226,0,0,22/03/1999,0,0,3,0,0,0,12,0,-3.2,lewisra02,7:00,1,PHI,2,0,12,0,1,1,SEA,0,W (+16)
0,0,0,0,19-232,0,1,28/03/1999,1,0.143,7,3,0.75,4,13,0,2.1,lewisra02,12:00,1,DET,0,5,13,1,0,2,SEA,@,L (-17)
0,0,0,0,19-233,0,0,29/03/1999,0,0,0,2,0.5,4,14,0,-1.6,lewisra02,3:00,0,DAL,2,2,14,0,2,0,SEA,@,W (+8)
0,0,0,0,19-234,0,0,30/03/1999,0,0,0,0,0,0,15,0,0,lewisra02,1:00,0,SAS,0,0,15,0,0,0,SEA,@,L (-8)
1,1,1,0,19-251,1,0,16/04/1999,1,0.5,2,0,0,0,16,0,0.9,lewisra02,8:00,0,NJN,2,3,16,1,2,0,SEA,0,L (-30)
0,0,0,0,19-256,0,1,21/04/1999,0,0,1,0,0,0,17,0,-2.7,lewisra02,6:00,1,MIN,0,0,17,0,3,2,SEA,0,W (+14)
0,0,0,0,19-257,1,2,05/02/1999,4,0.571,7,5,0.833,6,1,0,12.1,mcgratr01,13:00,5,BOS,0,13,1,1,3,7,TOR,@,W (+11)
0,0,0,0,19-258,0,0,23/04/1999,0,0,0,0,0,0,18,0,1,lewisra02,1:00,0,VAN,0,0,18,1,0,0,SEA,@,W (+13)
0,0,0,2,19-258,0,0,06/02/1999,5,0.5,10,4,0.8,5,2,0,9.5,mcgratr01,22:00,1,WAS,3,14,2,0,0,1,TOR,@,L (-1)
0,0,0,0,19-260,0,0,25/04/1999,1,1,1,1,0.5,2,19,0,2.3,lewisra02,5:00,0,UTA,0,3,19,0,0,0,SEA,@,L (-17)
0,0,0,1,19-261,1,3,09/02/1999,4,0.333,12,0,0,0,3,0,3.5,mcgratr01,26:00:00,6,MIL,3,8,3,0,3,9,TOR,0,L (-14)
0,0,0,0,19-263,0,2,11/02/1999,4,1,4,2,1,2,4,0,6.6,mcgratr01,11:00,0,MIA,2,10,4,0,2,2,TOR,@,L (-18)
0,0,0,0,19-268,0,0,16/02/1999,0,0,0,0,0,0,5,0,0,mcgratr01,6:00,0,NYK,0,0,5,0,0,0,TOR,@,L (-10)
0,0,0,1,19-270,0,0,05/05/1999,3,0.429,7,0,0,1,20,1,-1,lewisra02,16:00,2,LAC,0,6,20,0,5,2,SEA,@,W (+2)
0,0,3,2,19-270,2,3,18/02/1999,2,0.25,8,10,0.833,12,6,0,11.3,mcgratr01,26:00:00,4,WAS,4,14,6,0,2,7,TOR,0,L (-7)
0,0,1,7,19-271,4,2,19/02/1999,5,0.5,10,2,1,2,7,0,17.3,mcgratr01,28:00:00,4,MIL,2,12,7,1,1,6,TOR,0,W (+8)
0,0,0,2,19-273,1,5,21/02/1999,1,0.2,5,5,0.714,7,8,0,8.6,mcgratr01,23:00,1,VAN,2,7,8,3,1,6,TOR,0,W (+15)
0,0,1,4,19-275,2,1,23/02/1999,4,0.444,9,1,0.5,2,9,0,6.6,mcgratr01,22:00,2,DET,3,9,9,0,2,3,TOR,@,L (-26)
0,0,0,3,19-276,0,2,24/02/1999,5,0.313,16,0,0,0,10,0,4.5,mcgratr01,25:00:00,2,IND,1,10,10,1,1,4,TOR,@,L (-20)
0,0,0,4,19-278,2,5,26/02/1999,3,0.75,4,2,0.5,4,11,0,9.6,mcgratr01,24:00:00,1,MIN,1,8,11,0,2,6,TOR,0,W (+10)
2,1,2,2,19-281,0,5,01/03/1999,3,0.6,5,3,0.75,4,12,0,10,mcgratr01,22:00,0,CHH,3,11,12,1,1,5,TOR,@,L (-3)
1,0.5,2,2,19-284,0,4,04/03/1999,3,0.2,15,1,0.5,2,13,0,3.9,mcgratr01,24:00:00,4,ATL,2,8,13,2,1,8,TOR,@,W (+9)
1,0.333,3,6,19-285,1,1,05/03/1999,5,0.455,11,0,0,0,14,0,11.5,mcgratr01,22:00,4,ORL,2,11,14,0,1,5,TOR,0,L (-5)
0,0,0,1,19-287,2,3,07/03/1999,4,0.571,7,2,0.667,3,15,0,11.4,mcgratr01,20:00,1,BOS,4,10,15,3,0,4,TOR,0,W (+13)
0,0,1,1,19-291,1,2,11/03/1999,0,0,4,1,0.5,2,16,0,0.6,mcgratr01,26:00:00,2,MIA,4,1,16,1,0,4,TOR,@,L (-10)
0,0,0,0,19-293,2,4,13/03/1999,2,0.5,4,2,0.5,4,17,0,2.6,mcgratr01,23:00,2,ATL,4,6,17,3,6,6,TOR,@,L (-11)
0,0,0,2,19-295,1,3,15/03/1999,1,0.1,10,4,1,4,18,0,4.4,mcgratr01,23:00,4,CHH,2,6,18,1,1,7,TOR,0,W (+7)
0,0,1,1,19-296,3,7,16/03/1999,6,0.5,12,2,0.4,5,19,0,12.5,mcgratr01,23:00,6,NJN,1,14,19,0,3,13,TOR,0,W (+15)
0,0,0,5,19-297,2,3,17/03/1999,4,0.5,8,1,1,1,20,0,12.6,mcgratr01,26:00:00,4,DET,0,9,20,1,2,7,TOR,@,W (+2)
0,0,0,4,19-299,1,7,19/03/1999,2,0.286,7,6,0.857,7,21,0,12.8,mcgratr01,29:00:00,5,LAC,2,10,21,1,2,12,TOR,0,W (+11)
0,0,2,1,19-301,2,3,21/03/1999,2,0.2,10,0,0,0,22,0,3,mcgratr01,22:00,6,NYK,0,4,22,0,2,9,TOR,0,W (+4)
0,0,1,0,19-302,3,2,22/03/1999,3,0.333,9,3,0.75,4,23,0,7.7,mcgratr01,27:00:00,3,NJN,4,9,23,1,0,5,TOR,@,L (-19)
0,0,3,3,19-303,2,1,23/03/1999,3,0.429,7,2,1,2,24,0,10.6,mcgratr01,27:00:00,1,CHI,3,8,24,3,0,2,TOR,@,W (+23)
0,0,0,0,19-305,2,4,25/03/1999,7,0.7,10,1,1,1,25,0,14.1,mcgratr01,22:00,3,HOU,1,15,25,1,2,7,TOR,@,L (-9)
0,0,0,0,19-306,1,1,26/03/1999,0,0,0,0,0,0,26,0,-0.4,mcgratr01,13:00,0,SAS,1,0,26,0,1,1,TOR,@,W (+2)
0,0,1,5,19-308,0,5,28/03/1999,2,0.5,4,6,0.75,8,27,0,9.4,mcgratr01,20:00,0,CHI,2,10,27,1,3,5,TOR,0,W (+13)
0,0,0,6,19-310,0,3,30/03/1999,4,0.667,6,3,0.75,4,28,0,15.7,mcgratr01,23:00,0,CLE,1,11,28,4,1,3,TOR,@,W (+10)
0,0,0,1,19-312,1,3,01/04/1999,1,0.333,3,1,0.5,2,29,0,3.8,mcgratr01,19:00,0,IND,1,3,29,2,1,3,TOR,0,W (+1)
0,0,0,2,19-314,3,3,03/04/1999,1,0.143,7,1,0.5,2,30,0,3.5,mcgratr01,19:00,2,WAS,1,3,30,1,1,5,TOR,0,W (+2)
0,0,0,3,19-315,2,5,04/04/1999,4,0.8,5,1,0.5,2,31,0,11,mcgratr01,24:00:00,1,PHI,1,9,31,1,2,6,TOR,0,W (+15)
0,0,1,1,19-317,3,6,06/04/1999,4,0.5,8,4,0.5,8,32,0,13.8,mcgratr01,26:00:00,4,MIA,0,12,32,1,1,10,TOR,0,L (-22)
0,0,0,5,19-319,5,1,08/04/1999,2,0.5,4,2,1,2,33,0,5.9,mcgratr01,15:00,0,BOS,1,6,33,0,5,1,TOR,0,L (-12)
0,0,0,3,19-320,2,4,09/04/1999,6,0.667,9,1,0.5,2,34,0,15.1,mcgratr01,29:00:00,3,NJN,1,13,34,0,0,7,TOR,@,L (-7)
0,0,1,1,19-323,1,3,12/04/1999,9,0.474,19,3,0.429,7,35,0,15.5,mcgratr01,29:00:00,7,IND,6,21,35,1,0,10,TOR,0,L (-10)
1,1,1,1,19-325,0,3,14/04/1999,2,0.5,4,0,0,4,36,0,-1.2,mcgratr01,16:00,2,PHI,4,5,36,0,4,5,TOR,@,L (-18)
0,0,1,1,19-327,0,3,16/04/1999,4,0.4,10,0,0,0,37,1,5.2,mcgratr01,20:00,2,CLE,1,8,37,2,2,5,TOR,0,L (-1)
0,0,0,1,19-328,0,1,17/04/1999,1,0.25,4,0,0,0,38,0,1.3,mcgratr01,10:00,1,NYK,0,2,38,1,1,2,TOR,@,W (+3)
0,0,0,4,19-330,2,4,19/04/1999,7,0.467,15,2,0.667,3,39,0,14,mcgratr01,30:00:00,7,ORL,3,16,39,0,3,11,TOR,0,W (+18)
0,0,1,3,19-331,3,5,20/04/1999,4,0.5,8,6,1,6,40,0,14.3,mcgratr01,23:00,0,ATL,1,14,40,1,2,5,TOR,0,L (-22)
0,0,3,4,19-332,1,3,21/04/1999,4,0.5,8,2,1,2,41,0,9.6,mcgratr01,23:00,0,WAS,2,10,41,2,2,3,TOR,@,W (+16)
2,1,2,2,19-334,2,4,23/04/1999,6,0.545,11,3,0.75,4,42,1,19.7,mcgratr01,30:00:00,4,ORL,1,17,42,2,0,8,TOR,@,W (+7)
0,0,1,0,19-336,2,1,25/04/1999,0,0,3,0,0,0,43,0,-1.7,mcgratr01,16:00,1,DET,0,0,43,0,2,2,TOR,0,L (-8)
1,0.5,2,1,19-338,2,2,27/04/1999,9,0.75,12,8,1,8,44,0,28.5,mcgratr01,25:00:00,4,CHH,3,27,44,3,1,6,TOR,0,L (-10)
0,0,1,1,19-339,0,2,28/04/1999,0,0,3,0,0,0,45,0,-0.8,mcgratr01,13:00,2,MIL,1,0,45,0,1,4,TOR,@,L (-13)
0,0,0,3,19-341,0,8,30/04/1999,7,0.467,15,5,0.714,7,46,0,17.7,mcgratr01,36:00:00,5,CLE,2,19,46,0,0,13,TOR,@,L (-8)
0,0,0,4,19-342,1,4,01/05/1999,3,0.333,9,0,0,0,47,0,3.4,mcgratr01,31:00:00,2,PHI,4,6,47,2,4,6,TOR,@,L (-7)
0,0,0,1,19-345,0,5,04/05/1999,1,0.25,4,2,1,2,48,0,2.3,mcgratr01,22:00,1,MIL,3,4,48,1,2,6,TOR,@,L (-13)
0,0,0,7,19-346,0,5,05/05/1999,5,0.5,10,5,1,5,49,0,16.7,mcgratr01,32:00:00,1,CLE,1,15,49,3,3,6,TOR,0,W (+9)
1,0.333,3,1,20-013,1,6,05/02/1999,5,0.5,10,0,0,2,1,0,11.5,hughela01,16:00,3,CHH,0,11,1,1,0,9,PHI,@,W (+12)
0,0,1,0,20-014,0,2,06/02/1999,1,0.167,6,2,0.667,3,2,0,-1.7,hughela01,14:00,1,ORL,2,4,2,1,3,3,PHI,0,W (+20)
0,0,1,2,20-017,0,2,09/02/1999,6,0.6,10,4,0.667,6,3,0,12.9,hughela01,25:00:00,1,DET,1,16,3,0,0,3,PHI,0,W (+4)
0,0,3,2,20-020,1,2,12/02/1999,3,0.25,12,6,0.75,8,4,0,5.4,hughela01,21:00,1,SAS,5,12,4,0,0,3,PHI,0,L (-4)
0,0,2,0,20-022,0,1,14/02/1999,0,0,5,3,0.5,6,5,0,-0.2,hughela01,16:00,0,ATL,2,3,5,2,0,1,PHI,0,W (+8)
0,0,0,1,20-024,0,0,16/02/1999,0,0,0,0,0,0,6,0,0.3,hughela01,7:00,0,MIL,1,0,6,0,0,0,PHI,0,L (-1)
0,0,0,1,20-026,0,0,18/02/1999,1,0.25,4,0,0,0,7,0,1.6,hughela01,10:00,1,IND,1,2,7,1,0,1,PHI,@,L (-4)
0,0,2,3,20-027,0,1,19/02/1999,5,0.556,9,0,0,2,8,0,7.7,hughela01,22:00,2,NYK,0,10,8,0,1,3,PHI,0,L (-11)
0,0,0,0,20-028,0,3,20/02/1999,3,0.375,8,4,0.667,6,9,0,3.6,hughela01,23:00,1,ATL,2,10,9,0,2,4,PHI,0,L (-7)
1,0.5,2,0,20-030,0,1,22/02/1999,3,0.375,8,4,1,4,10,0,6.3,hughela01,22:00,2,CLE,5,11,10,0,0,3,PHI,@,W (+9)
0,0,0,1,20-032,0,3,24/02/1999,8,0.615,13,1,0.5,2,11,0,11.1,hughela01,20:00,0,SAC,3,17,11,1,1,3,PHI,0,W (+13)
0,0,0,2,20-033,1,2,25/02/1999,5,0.556,9,0,0,0,12,0,7.6,hughela01,23:00,2,CHI,3,10,12,1,2,4,PHI,@,W (+18)
0,0,0,3,20-036,1,3,28/02/1999,7,0.778,9,3,0.6,5,13,0,16.3,hughela01,17:00,3,MIL,3,17,13,1,2,6,PHI,@,W (+11)
0,0,0,3,20-037,0,2,01/03/1999,6,0.6,10,1,0.5,2,14,0,8.8,hughela01,22:00,1,WAS,4,13,14,2,3,3,PHI,@,W (+13)
1,0.5,2,3,20-039,0,2,03/03/1999,5,0.385,13,0,0,0,15,0,6.9,hughela01,17:00,1,CHI,1,11,15,0,0,3,PHI,0,W (+16)
0,0,3,2,20-041,0,3,05/03/1999,2,0.167,12,0,0,0,16,0,-0.9,hughela01,19:00,4,MIA,1,4,16,0,2,7,PHI,0,L (-11)
0,0,2,2,20-043,0,3,07/03/1999,2,0.222,9,1,0.25,4,17,0,4.6,hughela01,28:00:00,4,WAS,2,5,17,2,0,7,PHI,0,L (-8)
1,1,1,2,20-044,1,4,08/03/1999,5,0.417,12,0,0,0,18,0,12.9,hughela01,31:00:00,4,MIA,2,11,18,4,1,8,PHI,@,L (-2)
0,0,0,1,20-046,0,1,10/03/1999,4,0.364,11,1,0.333,3,19,0,-1.2,hughela01,17:00,1,CHH,0,9,19,0,5,2,PHI,0,W (+15)
1,0.333,3,3,20-048,2,1,12/03/1999,2,0.2,10,0,0,2,20,0,-0.1,hughela01,21:00,1,NJN,4,5,20,0,1,2,PHI,0,W (+7)
0,0,0,0,20-051,0,0,15/03/1999,0,0,2,0,0,0,21,0,-2.2,hughela01,9:00,0,ORL,2,0,21,0,0,0,PHI,@,L (-1)
1,1,1,2,20-053,0,0,17/03/1999,1,1,1,0,0,0,22,0,4.1,hughela01,8:00,0,IND,0,3,22,0,0,0,PHI,0,W (+4)
