74,72,,2013-03-29,27-154,TOR,@,DET,W (+17),Inactive,,,,,,,,,,,,,,,,,,,,,
75,73,,2013-03-31,27-156,TOR,@,WAS,L (-17),Inactive,,,,,,,,,,,,,,,,,,,,,
76,74,,2013-04-01,27-157,TOR,,DET,L (-10),Inactive,,,,,,,,,,,,,,,,,,,,,
77,75,,2013-04-03,27-159,TOR,,WAS,W (+10),Inactive,,,,,,,,,,,,,,,,,,,,,
78,76,,2013-04-05,27-161,TOR,@,MIN,W (+2),Inactive,,,,,,,,,,,,,,,,,,,,,
79,77,,2013-04-06,27-162,TOR,@,MIL,L (-17),Inactive,,,,,,,,,,,,,,,,,,,,,
80,78,,2013-04-09,27-165,TOR,@,CHI,W (+3),Inactive,,,,,,,,,,,,,,,,,,,,,
81,79,,2013-04-12,27-168,TOR,,CHI,W (+9),Inactive,,,,,,,,,,,,,,,,,,,,,
82,80,,2013-04-14,27-170,TOR,,BRK,W (+6),Inactive,,,,,,,,,,,,,,,,,,,,,
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
84,81,,2013-04-16,27-172,TOR,@,ATL,W (+17),Inactive,,,,,,,,,,,,,,,,,,,,,
85,82,,2013-04-17,27-173,TOR,,BOS,W (+24),Inactive,,,,,,,,,,,,,,,,,,,,,
